# fields (2 columns)
133181575.900000	27076622.340000
146500107.000000	30020650.360000
159818622.100000	32965517.360000
173137145.600000	35911067.680000
186455669.100000	38857193.910000
199774185.500000	41803812.260000
213092715.800000	44750869.620000
226411231.800000	47698317.710000
239729762.200000	50646113.070000
253048293.400000	53594221.750000
266366809.100000	56542619.540000
279685348.300000	59491282.470000
293003871.400000	62440188.570000
306322410.400000	65389321.610000
319640948.700000	68338667.370000
332959472.200000	71288213.650000
346278026.800000	74237949.270000
359596565.500000	77187863.760000
372915104.200000	80137953.020000
386233644.100000	83088205.280000
399552197.000000	86038616.500000
412870721.300000	88989180.180000
426189259.900000	91939893.690000
439507831.300000	94890754.120000
452826368.200000	97841752.870000
466144923.900000	100792854.200000
487294323.800000	240824414.000000
446029669.800000	216998232.600000
404834348.100000	195176543.400000
363735491.200000	174164247.000000
322660639.000000	153871574.900000
281802777.500000	134459760.200000
241065952.100000	115675447.100000
200505386.600000	97421082.340000
160122734.500000	79358178.140000
119858043.500000	60783603.800000
80013678.280000	40848514.890000
40198813.040000	22190489.260000
40772610.860000	21718382.570000
79518123.100000	41235978.590000
119363789.000000	61243222.740000
159217925.500000	81437513.920000
199076010.400000	101724263.000000
238936370.900000	122013611.600000
278907889.400000	141768583.400000
319706104.900000	159000021.000000
360636640.100000	176542717.900000
401625528.000000	194941859.500000
442849346.500000	214379092.700000
484051298.700000	234944533.700000
352854932.500000	156782342.000000
312040704.800000	136603048.300000
271354287.100000	117068108.000000
231633632.600000	98010265.400000
198455735.200000	79142164.000000
165280972.300000	60281831.520000
132109537.100000	40576316.480000
98938880.520000	24184220.930000
396946052.400000	163219362.400000
363765156.100000	140112701.800000
330585118.500000	119327150.600000
297404481.900000	99578051.460000
264227824.900000	80155118.420000
231053609.700000	61827411.820000
197883285.000000	48148890.380000
165317172.700000	35371118.690000
462721080.900000	174253789.100000
429539829.800000	150724776.800000
396359366.800000	128170472.700000
363178338.000000	105432945.200000
330001444.100000	86753969.420000
296827612.300000	72113823.090000
264046174.700000	58815794.110000
231909551.600000	49597307.720000
528497141.100000	185498948.000000
495315580.400000	161569010.400000
462134733.700000	138596742.900000
428953022.500000	115311571.600000
395775685.500000	97141365.700000
362775146.700000	82670183.630000
330638339.800000	72780456.120000
298502066.500000	64060649.670000
594274095.800000	196915760.700000
561091937.200000	172594972.000000
527910588.300000	149220619.700000
494727992.300000	125383148.800000
461545650.800000	106850206.100000
429367244.000000	96157034.290000
397230724.500000	87005861.170000
365094674.400000	78632205.730000
660051321.800000	208470410.500000
626868628.200000	183768354.900000
593682143.400000	156223629.800000
560503091.200000	135594790.900000
528095358.000000	120165236.000000
495959505.200000	110223909.800000
463823199.400000	101384195.400000
431687325.200000	93262723.370000
295516529.600000	160653416.400000
257490247.300000	144808770.000000
220542188.100000	125855972.900000
183589876.200000	106343692.200000
146609012.100000	86891111.670000
109696799.500000	67344196.030000
72809621.970000	48019429.870000
48544732.210000	28954201.700000
294980366.700000	166995901.100000
256850607.300000	151749950.000000
219633854.100000	134180008.900000
182623583.400000	114882001.700000
145715419.200000	95394316.200000
108828369.400000	75971997.150000
97089386.930000	56656971.490000
112288146.600000	37944747.730000
294463613.500000	173372546.900000
256280827.000000	158621092.600000
218645999.300000	142969380.300000
181738838.800000	123514744.900000
144851502.200000	104137614.700000
145634044.000000	84816090.970000
160829841.200000	65804922.530000
176036279.100000	47191880.690000
293975278.100000	179783078.400000
255728597.900000	165557592.700000
217976826.100000	149961713.300000
180960860.900000	132114014.500000
194178695.900000	112939495.500000
209372738.700000	93961153.490000
224575990.400000	75117988.230000
239785306.100000	56791390.940000
293518404.600000	186225530.700000
255175569.800000	172546116.700000
227536819.300000	157150854.500000
242723353.900000	140793793.500000
257916331.700000	122136969.700000
273117346.500000	103194517.200000
288323803.800000	84556323.390000
303534712.000000	68855437.430000
293090613.000000	192694826.400000
276080769.700000	179573788.000000
291268000.200000	164376152.200000
306461691.000000	149169210.000000
321659701.200000	131322714.000000
336863977.800000	112534920.100000
352072379.400000	94081936.170000
367417908.100000	81639605.230000
